Name,Year,Country,qty
Drozd Karol & Jozefa & daughter Kazimiera Jonczyk,1999,poland,3
Drozdowska Stefania,1994,poland,1
Drozdowski Michal,1992,poland,1
Drozdz (Pisula) Natalia,1979,poland,1
Druszkiewicz Feliks,1985,poland,1
Druzkowiecki Wladyslaw & Janina son Wladyslaw,1987,poland,2
Drygasiewicz Aniela; sister Stanislawa,1992,poland,2
Drynska Anna,1984,poland,1
19 Drzewecka Sr. Aleksandra,1992,poland,1
Drzewiecki Jerzy & Emma,2009,poland,2
Drzewiecki Stanislaw & Halina (Dolza-Gronowska),1992,poland,2
Dubanewicz Jozef,2019,poland,1
Dubiniecki Albin & Stefania,1989,poland,2
Dubis Wladyslaw & Waleria,1989,poland,2
Dubracki Stefan & Marianna,2005,poland,2
Duda Antoni & Helena; ch: Zygmunt Marianna,1965,poland,3
Dudar Antoni & Wiktoria,1987,poland,2
Dudek Anna,1978,poland,1
Dudek Jozefa; ch: Jozef Janina Maria,1995,poland,2
Dudek Miroslaw & Zofia,1991,poland,2
Dudek Stanislaw & Maria,2009,poland,2
Dudziak Tekla ds. Wanda Wladyslawa Janina Maria,1979,poland,1
Dudziak Zofia,1964,poland,1
Dudziec Jadwiga,1999,poland,1
Dudzik Maciej & Zofia,2007,poland,2
Dukiewicz Michal & Genowefa,1983,poland,2
Dulski Anastazy & Maria; ds. Jadwiga Wanda,1975,poland,3
Duma Maria; ch: Krystyna Boleslaw,1991,poland,2
Dunajecki Ks. Antoni,2019,poland,1
Dunin-Wasowicz Prof. Krzysztof & mother Janina,1982,poland,2
Duracz Jerzy,1972,poland,1
Durjasz Kazimierz,1983,poland,1
Durko Janusz & Janina,1989,poland,2
Duszczak Maria & Dymitr,1986,poland,2
Duszczynska Zofia,1997,poland,1
Dutkiewicz Helena & Waclaw,1984,poland,2
Dutkiewicz Stanislaw,1984,poland,1
Dutkiewicz Teodor & Hanna & son Ryszard,1987,poland,3
Dworczyk Marian & Halina,2020,poland,2
Dworczyk-Makar Karolina,1987,poland,1
Dworzanczyk Czeslaw,2008,poland,1
Dworznik Henryk,1969,poland,1
Dydyna Wladyslaw & Maria K.,1994,poland,2
Dydynski Zdzislaw,1980,poland,1
20 Dygdala Zofia,1992,poland,1
Dygdon Michal,1975,poland,1
Dyl Michal & Janina; d. Irena,1996,poland,3
Dymek Franciszek & Bronislawa,1989,poland,2
Dymek Ignacy & Anna,1993,poland,2
Dymek Wanda,1979,poland,1
Dyna Emilia & parents Jan & Jozefa,1990,poland,3
Dynowska Franciszka son Wladyslaw,1991,poland,1
Dynowski Leon and Ludwika,1991,poland,1
Dyrcz Irena,1996,poland,1
Dyrda Pawel & Maria & son Pawel,1987,poland,3
Dyrdal-Kielbasa Maria,1965,poland,1
Dziadek Alojzy & Zofia,1993,poland,2
Dziadosz Jan & Sabina Perzyna & son Aleksander,2017,poland,3
Dzialoszynska Antonina,2008,poland,1
Dziankowska Maria,1987,poland,1
Dziechciarz Marcin & Genowefa,1988,poland,2
Dziedowicz Filomena; daughter Anna,1994,poland,2
Dziedzic Jozef & Maria,1992,poland,2
Dziedzic Wojciech & Bronislawa dght. Zofia,2006,poland,2
Dzielska Edwarda & d. Eligia,1979,poland,2
Dzierzanowska Wanda,1983,poland,1
Dzierzykraj-Rogalski Tadeusz,1994,poland,1
Dziewierska Jozefa,1997,poland,1
Dzik Tadeusz,1985,poland,1
Dzik Wawrzyniec & Katarzyna; ch: Jan Genowefa (Kozyrska),1992,poland,3
Dzikowicz Maryla,1977,poland,1
Dziuba Ignacy & Bronislawa,1995,poland,2
Dziurowicz Franciszek & son Roman,1999,poland,2
Dziurowicz Maria,1980,poland,1
Dziurzynska-Hrabyk Maria,1981,poland,1
Dzugala Wladyslaw & Maria (Pizio),1989,poland,2
Dzwigaj-Lacny Irena,1991,poland,1
Ebro-Prokesh Zofia,1983,poland,1
Echberger-Cukrowicz Wiktoria,1988,poland,1
Eckhardt Maria,1996,poland,1
21 Egermaier Waclaw & Leonia,1967,poland,2
Egierszdorff Irena (Olszakowska),2014,poland,1
Eilberg-Rudnicka Genowefa,1989,poland,1
Eitel Leon,1990,poland,1
Ejmont Antoni,2010,poland,1
Ejsmond Irena,1989,poland,1
Eliasz Jan,1964,poland,1
Eliasz Waclaw,1988,poland,1
Elsner Jozef,1992,poland,1
Elster Rozalia,1989,poland,1
Elzanowska Gabriela & dght. Julia Dabrowska,2005,poland,2
Emilia Sister (Juskiewicz Leokadia),1986,poland,1
Engel Alfred,1982,poland,1
Engel Lola,1989,poland,1
Erdelli Eugenia,2002,poland,1
Fajks Edward & Jadwiga,1984,poland,2
Fakler Jan & Maria,1974,poland,2
Falda Piotr,2017,poland,1
Falejczyk Piotr & Zofia,1978,poland,2
Faliszewski Stanislaw,2008,poland,1
Falitarczyk Ludwik & Adela,1992,poland,2
Falkowska Janina & Jerzy; mother Irena,1993,poland,3
Falkowski Ks. Stanislaw,1977,poland,1
Falska Maria,1985,poland,1
Falski Marian & Irena (Oxner),2017,poland,2
Fangrat Stefan & Zofia & daughters: Irena Zofia Anna Halina & Barbara,2001,poland,4
Fastryga Katarzyna,2020,poland,1
Fedecka Maria,1987,poland,1
Federowska Bronislawa,1986,poland,1
Fedorcio Stanislawa,1995,poland,1
Fedorow Aniela & dghtrs. Ewa Maria Patlewicz & Joanna with her husband Edward Mosingiewicz,2013,poland,3
Fedorowicz Edward & Anna,1978,poland,2
Fedorska-Izycka Romana,2006,poland,1
Ferenc Mikolaj,2013,poland,1
Ferenc Stanislaw & Tekla,2017,poland,2
Ferenc-Wiglusz Katarzyna,1988,poland,1
22 Ferens Dr. Tadeusz & Wanda,1985,poland,2
Feret Mieczyslaw,1994,poland,1
Fialkowska Joanna,1979,poland,1
Fialkowska Stefania,1997,poland,1
Fiebig-Jasiczek Emma,1986,poland,1
Fiejka Helena,1993,poland,1
Fijalkowski Prof. Zbigniew,1985,poland,1
Fiks Wladyslawa,2005,poland,1
Filinski Jan & Maria & children: Antoni & Helena,2001,poland,4
Filipczynska Natalia (Vogel),2017,poland,1
Filipek Katarzyna,1988,poland,1
Filipowicz Wanda,1967,poland,1
Filipowicz-Stanczyk Klementyna,1975,poland,1
Filipowska Jozefa,1979,poland,1
Filipska Miroslawa,1994,poland,1
Filo-Wilkosz Stefania,1987,poland,1
Filozof-Walega Janina,1975,poland,1
Fink Josef & Lucyna,1969,poland,2
Fiodorczenko Zofia,2019,poland,1
Firko Piotr & Julia,1983,poland,2
Firszt Mieczyslaw & mother Maria,1979,poland,2
Firuta Bronislaw & parents Franciszek & Anna,2006,poland,3
Fischer Stanislaw,2003,poland,1
Fiszer Roman & Julia,2017,poland,2
Fiszhaut-Rygalska Helena & her husband Mieczyslaw Rygalski,2020,poland,2
Fiternik Maria,1984,poland,1
Fiutowska-Piestrak Helena,1996,poland,1
Flak Jakub & Antonina,1991,poland,2
Flisak Wladyslawa,1978,poland,1
Flisiuk Maria; d. Zofia Jadwiszczok,1994,poland,2
Flondra Jan Wojciech & Maria,1983,poland,2
Flont Jan & Janina,2000,poland,2
Florczak Elzbieta,1987,poland,1
Florczak Teodor & Jaroslawa,2010,poland,2
Florek Franciszek & Jozefa,1994,poland,2
Florek Maria & Bronislaw,1992,poland,2
23 Florek Wladyslaw,2002,poland,1
Flukowska Maria,2004,poland,1
Fogg Mieczyslaw,1989,poland,1
Folta Szymon & Maria & ch.: Antoni Wladyslaw Bronislawa Kosiniak & Aleksandra Sawa,2019,poland,4
Fomienko Witold,1969,poland,1
Fortunski Jozef & Wladyslawa & ds. Lidia & Janina,2002,poland,4
Frackiewicz Diana,1984,poland,1
Frackiewicz Ludwik & Ludmila; d. Helena,1997,poland,3
Frackowiak Maria,1979,poland,1
Fraczak Janina,1977,poland,1
Fraczek Jan & Kunegunda  dght. Adela,2002,poland,2
Fraczek Jozef & Bronislawa,1984,poland,2
Franaszek-Kubalski Janina,1986,poland,1
Franciszkiewicz Lucyna,2018,poland,1
Franio Dr. Zofia,1971,poland,1
Frankowski Jozef & Janina,1996,poland,2
Fras Halina (Forysiak),2007,poland,1
Frelas Katarzyna & Heronim son Walerian,1999,poland,2
Frenkiel Stefania,1989,poland,1
Frey-Kaczmarek Nadia & her sister Daria Tomaszek,2020,poland,2
Fritz Wit Jozef & Maria,1986,poland,2
Frybes Stanislaw,1997,poland,1
Frydrych Helena,2008,poland,1
Fugiewicz-Tereszkiewicz Wladyslawa,1986,poland,1
Fuglewicz Joanna,1978,poland,1
Fularski Antoni,1966,poland,1
Fulmik Michaֵ‚,2018,poland,1
Furmanek Stanislaw,1994,poland,1
Furmanik Maria,1981,poland,1
Gabryl Maria,2017,poland,1
Gac Jan,2012,poland,1
Gac Jan & Marianna,2014,poland,2
Gach Kazimierz; father Jozef,1994,poland,2
Gacz Antonina,1990,poland,1
Gaczol Anna,2002,poland,1
Gadecki Eugeniusz & Genowefa,1993,poland,2
24 Gadejski Gerard,2017,poland,1
Gadek Franciszek & Bronislawa,1992,poland,2
Gajda Stanislaw & Feliksa,2016,poland,2
Gajewska Zofia (Turczynska),1984,poland,1
Gajewski Jan & his son Zdzislaw,2018,poland,2
Gajewski Jan & Maria,1996,poland,2
Gajewski Stefan,1992,poland,1
Gajor Maciej,1976,poland,1
Gajowniczek Marianna,1985,poland,1
Galach Jozef & his dght. Feliksa (Karczewska),1996,poland,2
1998 Galas Julianna,2019,poland,1
Galas Stanislaw & father Jan,1984,poland,2
Galecka Waleria,1995,poland,1
Galecka Zofia (Jaskiewicz),1983,poland,1
Galecki Kazimierz & Anna (Krasuska),2017,poland,2
Galeziowska Maria,2008,poland,1
Galeziowski Andrzej,2006,poland,1
Galonski Wojciech & Anna & ch.: Paulina (Kobyalko) & Tadeusz,2001,poland,4
Galus Bronislawa,2001,poland,1
Ganczarski Jan,2021,poland,1
Gapska Leokadia & dght. Irena,1998,poland,2
01 Garbulinski Andrzej; sons Wladyslaw & Marian,1997,poland,3
Garczynska Wanda Sister,1983,poland,1
Garczynski Leon & Zofia,1993,poland,2
Gardzinski Eugeniusz & Klementyna,1986,poland,2
Gargas Jadwiga (Szolowska),1984,poland,1
Gargasz Jakub & Zofia (Rozycka),1979,poland,2
Gasiorowska Anna,1976,poland,1
Gasiorowska Katarzyna,2018,poland,1
Gasiorowski Lucjan & Anna,2015,poland,2
Gaska Aniela,1992,poland,1
Gaska Zbigniew & Bronislawa,1981,poland,2
Gaszynska Helena (Jakubowska),2007,poland,1
Gawel Jadwiga; sons: Jozef Jan,1992,poland,2
Gawel Szczepan & Maria,1996,poland,2
Gawelczyk Bronislawa & Julian,1966,poland,2
25 Gawelek Julia; ch: Julian Stanislawa,1991,poland,2
Gawel-Romaszkan Teresa,1984,poland,1
Gawenda-Karaskowa Zofia,1984,poland,1
Gawin Boleslaw & Eugenia,2005,poland,2
Gawlak Aurelia & Alfons,2004,poland,2
Gawlik Hildegarda & Jozef,1996,poland,2
Gawlikowski Jerzy & Janina,2002,poland,2
Gawlikowski Stefan & father Stanislaw,2002,poland,2
Gawlinska Anna,2020,poland,1
Gawlinski Tadeusz,2005,poland,1
Gawlinski Ludwik & Karolina & ch.: Stanislaw & Czeslawa Szymkowicz,2020,poland,4
Gaworska Janina,1969,poland,1
Gawrych Jadwiga,2001,poland,1
Gawrych Jan & Aleksandra,1999,poland,2
Gawrylkiewicz Antoni,1999,poland,1
Gazinska Barbara (Swiecka),1986,poland,1
Gburek Franciszek & Franciszka & ch. Ryszard Maria Kamska Anna Plachky,1985,poland,3
Gebel Antonina & Boleslaw,1997,poland,2
Gebethner Tadeusz,1981,poland,1
Gedychowa Jadwiga,1983,poland,1
Gedzala Ludwik & Anna,1985,poland,2
Gelbhart-Sitko Wanda,1986,poland,1
Gelles Maria & her dght. Danuta Szuro,2018,poland,2
Genderka-Moskowczanka Josefa,1983,poland,1
Gere Anita & Istvan,1984,poland,2
Gerhardt Alicja (Moskalska),2021,poland,1
Gersin Zygmund,1981,poland,1
Gerson-Towarnicka Emilia Maria,1982,poland,1
Gertner Maria (Chodin),1966,poland,1
Gerula Michal & Katarzyna,1995,poland,2
Getter Mother Matylda,1985,poland,1
Gialbas Karol,2002,poland,1
Gibes Jozef & Jozefa,1994,poland,2
Gidzinska Maria,1969,poland,1
Gierwatowski Jozef & Kazimiera; ch: Mieczyslaw Barbara (Siemborska),1991,poland,3
26 Gill Janina & Jozef,1968,poland,2
Gilowska Stanislawa,2005,poland,1
Ginalska Jadwiga & Daniela,2002,poland,2
Gintowt-Dziewaltowski Wojciech & Anna (Chebotarenok) & dghts. Zofia & Janina,2012,poland,4
Gladys Wladyslawa,1992,poland,1
Gladysz Marcin & Ada,2021,poland,2
Glas Stefan & Maria; ch. Wlodzimierz & Tadeusz,1982,poland,4
Glebicka Maria,1990,poland,1
Glinka Stefan & Maria,1967,poland,2
Glinska Katarzyna Emilia (Martuszewska),2017,poland,1
Glinski Leonard,1984,poland,1
Glocer Helena,1995,poland,1
Glod Piotr & Helena,1990,poland,2
Gloeh Father Feliks,1984,poland,1
Glos Alexander & Stanislawa,1998,poland,2
Glowacki Dominik,2014,poland,1
Glowacki Henryk-Lucian & Stanislawa,1986,poland,2
Glowacki Kazimierz,1986,poland,1
Glowacki Ks. Wladyslaw,1982,poland,1
Glowacz Wiktoria,1975,poland,1
Glowiak-Marynowicz Zofia,1983,poland,1
Gluchowski Czeslaw & Marianna,1996,poland,2
Glus-Orzechowska Jozefa,1990,poland,1
Gnatiuk Teodor,2004,poland,1
Gniatkowski Wincenty,1997,poland,1
Gniewek Franciszek,1994,poland,1
Gnoinski Tadeusz & Maria (Sasin),2019,poland,2
Gnoinsky Jerzy,1988,poland,1
Godawa Andrzej & Anna & daughters Janina (Cicha) & Maria,1998,poland,4
Godlewska Helena,2011,poland,1
Godlewska Maria,1986,poland,1
Godlewska-Bogucka Janina,1978,poland,1
Godlewski Marceli,2009,poland,1
Godziek Augustyn & Zofia,1992,poland,2
Godzien Ludwik; ds. Wiktoria Bronislawa,1989,poland,2
Godziszewski Antoni,2020,poland,1
27 Goehres Edward & Julia & daughter Irena,1999,poland,3
Goetel Jadwiga,2014,poland,1
Gogala Tomasz,2019,poland,1
Gogulka Boleslaw & Eugenia; dght. Lucja,1991,poland,3
Golab Alicja (Kurek),2017,poland,1
Golab Jan,1991,poland,1
Golab Jan Wincenty & Eugenia (Myslinska),2017,poland,2
Golab Stanislaw & Maria Halina,2017,poland,2
Golabek Pawel & Zofia,2001,poland,2
Golanski Piotr & Zofia,2009,poland,2
Golawski Jozef & Marcjanna,2017,poland,2
Golba Michal & Maria,2011,poland,2
Goldszmid Aniela,1985,poland,1
Golebicki Stefan & Jozefa,1988,poland,2
Golebiecka Zuzana; ch: Czeslaw Kazimierz Franciszek Anna,1989,poland,2
Golebiowska Rozalia; daughter Natalia,1991,poland,2
Golebiowski Franciszek & Jozefa; d. Helena,1994,poland,3
Golebiowski Marian,1989,poland,1
Golecki Ludwik,1986,poland,1
Goledzinowski Roman & Jadwiga,1982,poland,2
Golkowski Jerzy & Czeslawa,1997,poland,2
Golonka Jan & Bronislawa,2013,poland,2
Golos Edward,1978,poland,1
Golowacz Waclaw & Jadwiga,1971,poland,2
Goluch Genowefa,1992,poland,1
Gonczar Jan & Maria,1989,poland,2
Gondorowicz Jozef & Antonina-Gabriela,1992,poland,2
Gora Walerian & Katarzyna,2015,poland,2
Gorajek Ks. Jozef,1989,poland,1
Goral Michal & Anna,2000,poland,2
Goralewicz Helena,1978,poland,1
Gorczyca Emilia & son Stanislaw,1985,poland,2
Gorczyca Zofia & Michal,1999,poland,2
Gorczyk Stanislaw,1986,poland,1
Gorecki Dr. Zbigniew,1967,poland,1
Gorecki Jozef; daughter Zofia Krzeszowiak,1995,poland,2
28 Gorecki Piotr & Agnieszka dght.: Jadwiga (Thiel),1996,poland,2
Gorecki Wiktor & Anastazja; daughters: Zofia Leokadia,1996,poland,3
Gorniak Jan & Jozefa,1985,poland,2
Gorniak Tatiana & son Michal,1985,poland,2
Gorska Aleksandra,1979,poland,1
Gorska Anna & Stanislaw,1986,poland,2
Gorska Sister Maria,1997,poland,1
Gorski Czeslaw & Halina (Kulik),1994,poland,2
Gorski Hipolit & Franciszka,2009,poland,2
Gorski Marceli & Janina,1985,poland,2
Gorski Tadeusz & Janina,2006,poland,2
Gorski Wladyslaw & Jadwiga,2016,poland,2
Gorta Zofia,2021,poland,1
Gortat Henryk,1979,poland,1
Gorzkowska Henryka,1976,poland,1
Gorzkowski Stanislaw & Maria,1988,poland,2
Gorzynski Aleksander & Genowefa,2004,poland,2
Gos Edward & Stefania,1995,poland,2
Gosk Mieczyslaw & Helena his father Stanislaw,1964,poland,2
Gostkiewicz Jadwiga,1986,poland,1
Gozdek-Grek Jan,1988,poland,1
Grabarek Helena,2000,poland,1
Grabda Jan & son Witold,1985,poland,2
Grabinska-Bobylak Waleria,1992,poland,1
Grabowicz Franciszek,2017,poland,1
Grabowska Anna & Stefan,1981,poland,2
Grabowska Teresa,1993,poland,1
Grabowski Boleslaw & Wanda,1988,poland,2
Grabowski Henryk & Irena,1983,poland,2
Grabowski Jan & Maria; ch: Kazimierz Stanislaw,1995,poland,3
Grabowski Wiktor & Tekla,2008,poland,2
Grabska Bronislawa,1984,poland,1
Graczyk Stanislaw,2005,poland,1
Gradowska-Pollack Aleksandra,1989,poland,1
Graffa Janina,1990,poland,1
Gramatyka-Lewartowska Michalina,1982,poland,1
29 Gramsch Maria; daughter Maria,2004,poland,2
Gregorowicz Leonia,1994,poland,1
Greloch Zofia,2011,poland,1
Grinenko-Domanska Emilia,2001,poland,1
Grobelni Julian & Halina,1974,poland,2
Grobicki Jan & Jadwiga,1989,poland,2
Grocholski Jozef & Olga,1987,poland,2
Grocholski Stanislaw,2011,poland,1
Grocholski Stanislaw & Anna,1987,poland,2
Grodzicka-Sierzputowska Stanislawa,1981,poland,1
Grodzka - Guzkowska Magdalena (Rusinek),2008,poland,1
Gromnicka Henryka,2021,poland,1
Gruca Marian & Maria,2007,poland,2
Gruchacz Dr. Tadeusz,1977,poland,1
Grudzinska Dr. Hanna Jozefa; son Wojciech,1971,poland,2
Grudzinski Leon & Zofia,2000,poland,2
Grum Jan & Katarzyna,1994,poland,2
Gruszewski Michal & Jozefina,1998,poland,2
Gryczkiewicz Anna-Maria (d. of Maria-K.),1995,poland,1
Gryczkiewicz Maria-Krystyna & Kazimierz,1995,poland,2
Gryguc-Kwietniewska Zdzislawa,1986,poland,1
Grylko Jozef,2018,poland,1
Grzebyk Jan & Maria son Stanislaw,1986,poland,2
Grzegorczyk Wladyslaw & Olga,1965,poland,2
Grzegorek Jozefa,2017,poland,1
Grzelak Antoni & Bronislawa,1995,poland,2
Grzesiak Lucja & Henryk,1998,poland,2
Grzesiak Tadeusz,1995,poland,1
Grzesiuk Adela & parents: Feliks & Aniela,2000,poland,3
Grzmielewska Wiktoria,2018,poland,1
Grzybowska Ludwika,1985,poland,1
Grzybowska Stanislawa & ch: Jerzy Roman Maria,1981,poland,2
Grzybowski Stanislaw & Stanislawa,2004,poland,2
Grzybowski Jerzy,1989,poland,1
Grzybowski Wladyslaw & Irena,1993,poland,2
Guga Maria,1999,poland,1
Gumieniak Stefan & Olga,2016,poland,2
30 Gut Opdyke Irena,1982,poland,1
Gut Marianna & her brothers: Jan Feliks,1965,poland,2
Gutowska Leonia,1987,poland,1
Guttakowski Jan & Anna,2007,poland,2
Gutwinska-Gudzak Kazimiera,1995,poland,1
Guzek Eugeniusz Tadeusz his mother Zuzanna,1987,poland,1
Gwiazdowska-Adamczyk Janina,1990,poland,1
Gwizdak Stanislaw & Katarzyna; son Tadeusz,1980,poland,3
Gwozdowicz Matylda & d. Irena,1988,poland,2
Gynalska Anna,1982,poland,1
Habasinski Kazimierz,1987,poland,1
Habiniak Maria Barbara (Kos),1984,poland,1
Hadrysiak Telesfor & Wanda,2007,poland,2
Hajdas Franciszek & Barbara; ch: Otylia (Galka) Jan-Tadeusz Feliks,1981,poland,3
Hajdejczuk Helena,2002,poland,1
Hajnysz Leon & Helena,2019,poland,2
Halamajowa Franciszka & d. Helena,1984,poland,2
Halfter Mikolaj & Magdalena,1968,poland,2
Halicki Marian & Paulina,1986,poland,2
Haliniak Michalina (d. of Wuzynski Jan),1996,poland,1
Halkiew Michal,1998,poland,1
Halkiew-Kaminska Weronika Bronislawa,1984,poland,1
Halkow Teresa,1999,poland,1
Haman Michal & Stefania,1989,poland,2
Hamerska Irena,1984,poland,1
Hanik Cecylia & Adolf & son Tadeusz,2002,poland,3
Hankus Jozefa,1982,poland,1
Hanzowa Maria,2005,poland,1
Haponski Alfred,1991,poland,1
Hara Marianna & Szczepan,1996,poland,2
Harasymyszyn Franciszka,2004,poland,1
Hartabus Stefan,1981,poland,1
Haslinger Eleonora (Rajewska) & her sister Wanda Oesterreicher (Rajewska),2011,poland,2
Haslinger Jan,2012,poland,1
Hebda Aniela,1994,poland,1
Hebdowski Aleksander & son Stanislaw,1980,poland,2
31 Heckermann Friedrich & Danuta (Roland),2017,poland,2
Heczko Alma & Karol,1996,poland,2
Heger Adam & Maria,1994,poland,2
Heininger Leon,1982,poland,1
Hekler-Urbanowicz Janina,1983,poland,1
Heleniak Piotr,1993,poland,1
Heller Nusia,1978,poland,1
Heman Stanislaw,1992,poland,1
Hencel Ludwik and son Roman,1963,poland,1
Hendzel Weronika (Mother Superior),2017,poland,1
Henhen Jozefa,2019,poland,1
Hennius-Kowalewska Maria (Szolowska),1984,poland,1
Hensel Jan; mother Efrozyna; sister Danuta,1998,poland,3
Herfurt Zofia & her dght. Hanna,2015,poland,2
Hernik Antonina,1984,poland,1
Herr Feliks & Kazimiera,1992,poland,2
Herteli Jan & Jozefa,1986,poland,2
Hertman Jadwiga,1998,poland,1
Hessen Bronislawa,1967,poland,1
Hessen Prof. Sergiusz & Maria & son Dymitr,1983,poland,3
Heuchert-Twardowska Maria,1984,poland,1
Hibner Czeslaw & Jozefa,1991,poland,2
Hilchen Henryk,2018,poland,1
Himko Jozef,2017,poland,1
Himko Wladyslaw,2017,poland,1
Hingler Stefania,1998,poland,1
Hnatiuk Bazyli & Zofia & dght. Stanislawa,2001,poland,3
Hoffman Henryk & Maria,1991,poland,2
Hoffman Wladyslaw & Janina,1993,poland,2
Hojnowski Antoni & Antonina,1997,poland,2
Holka Edmund,2002,poland,1
Holub Zofia,2001,poland,1
Holubowicz Franciszek & Helena; sons Zbigniew-Aleksander & Kazimierz-Wieslaw,1993,poland,4
Hondra Michal & children Wladyslaw Stanislaw Jan & Adela (Haponiuk),1998,poland,3
Horbacki Wladyslaw & Milica & d. Ludmila (Waluszewska),1984,poland,3
32 Horbaczewski Dr. Pawel,1964,poland,1
Hornik Wanda,2010,poland,1
Hornung-Tomczak Anna,1996,poland,1
Hosticzko Jozef & Helena,1989,poland,2
Howil Boguslaw and mother Helena,1993,poland,1
Hradowicz Maria,2016,poland,1
Hreczuk Bazyli & Bronislawa,2010,poland,2
Hromiak Maria,2009,poland,1
Hrycko Franciszek & Maria,1988,poland,2
Hryniewicz Bronislawa,1994,poland,1
Hrysiak Mieczyslaw & Zusana,1984,poland,2
Hubner Alfred & Zofia,2013,poland,2
Huczek Alfred & Helena; d. Stefania,1991,poland,3
Huk Jan & Anna,1989,poland,2
Humnicki Count Stefan & Sophie,1978,poland,2
Hupalo Franciszka,1968,poland,1
Huszcz-Borusinska Maria,1987,poland,1
Huzarski Marian & Alfreda; ch: Fryderyk Zbigniew-Antoni,1984,poland,3
Hys Stanislaw,1999,poland,1
Idzik Jozefa,2004,poland,1
Idzikowski Boleslaw,1984,poland,1
Ilnicki Andrzej,2019,poland,1
Iluk Joachim,1994,poland,1
Imiolek Czeslawa & Antoni,1985,poland,2
Ingram Irena (Szumska),2009,poland,1
Insinska Anna,1984,poland,1
Iszora Eugeniusz,2016,poland,1
Ivanowski Walentina,1978,poland,1
Iwanicki Jan,1984,poland,1
Iwaniuk Andrzej & Zinowia,1996,poland,2
Iwaniuk Mikolaj; ds. Paulina & Franciszka,1989,poland,3
Iwanowa Stanislawa; son Ignacy Rostocki,1995,poland,2
Iwanski Henryk & Wiktoria,1964,poland,2
Iwanski Waclaw & Maria,1984,poland,2
Iwaszczukiewicz-Uliasz Maria Jolanta,1986,poland,1
Iwaszkiewicz Anna & Jaroslaw,1988,poland,2
33 Izakowski Jozef,1997,poland,1
Izdebski Josef,1976,poland,1
Izdebski Jozef,2017,poland,1
Izraelowicz-Kowalczyk Stanislawa,1992,poland,1
Izyk Wladyslaw & Rozalia & d. Kazimiera,1987,poland,3
Jablonska Maria,1992,poland,1
Jablonski Jan,2015,poland,1
Jablonski Roman,1989,poland,1
Jablonski Stanislaw & Maria,2019,poland,2
Jablonski Wincenty & Krystyna; ch: Zdzislaw Zofia Stanislaw,1987,poland,3
Jacewicz Helena; ch: Czeslaw Ela,1988,poland,2
Jachacz Stanislawa,1989,poland,1
Jachowicz Ryszard; mother Natalia,1990,poland,2
Jackow Leon & Bronislawa,1982,poland,2
Jackowski Stanislaw,1968,poland,1
Jacyna Waclaw & Marcelina,1967,poland,2
Jagello Ludomir & mother Stefania,1987,poland,2
Jagiello Jan & Janina,1996,poland,2
Jagiellowicz Michal,2006,poland,1
Jagiellowicz Olga,1983,poland,1
Jagodzinska Helena,2015,poland,1
Jagodzinski Stefan,1986,poland,1
Jaje Stanislaw & Anna,2010,poland,2
Jakiela Agnieszka & Franciszek,2014,poland,2
Jaksz Jerzy & Czeslawa; d. Marta Kowalczyk,1990,poland,3
Jakubowska Maria,1992,poland,1
Jakubowska Rozalia; ch. Zofia & Mieczyslaw,1993,poland,3
Jakubowski Josef & Magdalena,2010,poland,2
Jakubowski Stanislaw & Waleria,2014,poland,2
